CustomerID,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,RFM_Score,Segment
12577.0,35,3,219.28,3,3,2,8,Loyal
12578.0,21,4,1056.89,3,3,4,10,Champion
12579.0,78,1,69.45,2,1,1,4,At Risk
12580.0,247,1,102.3,1,1,1,3,Hibernating
12581.0,40,1,121.05000000000001,3,1,1,5,At Risk
12582.0,239,2,144.62,1,2,2,5,At Risk
12583.0,3,15,2336.04,4,4,4,12,Champion
12584.0,4,17,1275.2,4,4,4,12,Champion
12585.0,234,3,604.33,1,3,3,7,Potential Loyalist
12586.0,17,2,139.64000000000001,4,2,2,8,Loyal
12587.0,8,1,104.0,4,1,1,6,Potential Loyalist
12588.0,39,1,159.89999999999998,3,1,2,6,Potential Loyalist
12589.0,29,2,491.58,3,2,3,8,Loyal
12590.0,190,2,4582.74,1,2,4,7,Potential Loyalist
12591.0,317,1,259.95,1,1,2,4,At Risk
12592.0,92,2,401.6,2,2,3,7,Potential Loyalist
12593.0,109,3,282.0,2,3,2,7,Potential Loyalist
12594.0,47,7,1531.13,3,4,4,11,Champion
12596.0,51,2,114.66000000000001,2,2,1,5,At Risk
12597.0,19,5,1806.95,3,3,4,10,Champion
12598.0,10,7,1253.68,4,4,4,12,Champion
12599.0,29,7,408.62,3,4,3,10,Champion
12600.0,29,8,399.34000000000003,3,4,3,10,Champion
12601.0,204,4,109.8,1,3,1,5,At Risk
12602.0,59,1,20.8,2,1,1,4,At Risk
12603.0,22,1,613.1999999999999,3,1,3,7,Potential Loyalist
12604.0,79,2,173.78,2,2,2,6,Potential Loyalist
12605.0,365,1,7.5,1,1,1,3,Hibernating
12607.0,58,2,1627.46,2,2,4,8,Loyal
12609.0,78,3,385.75,2,3,3,8,Loyal
12610.0,23,5,1075.65,3,3,4,10,Champion
12611.0,52,1,616.79,2,1,3,6,Potential Loyalist
12613.0,31,5,1561.8,3,3,4,10,Champion
12614.0,278,1,246.4,1,1,2,4,At Risk
12615.0,2,4,762.85,4,3,3,10,Champion
12616.0,85,4,202.9,2,3,2,7,Potential Loyalist
12617.0,29,1,184.07999999999998,3,1,2,6,Potential Loyalist
12618.0,22,1,49.86,3,1,1,5,At Risk
12619.0,16,9,2683.58,4,4,4,12,Champion
12620.0,15,3,525.78,4,3,3,10,Champion
12621.0,2,21,6955.35,4,4,4,12,Champion
12622.0,232,1,109.0,1,1,1,3,Hibernating
12623.0,276,1,134.0,1,1,2,4,At Risk
12624.0,106,2,326.18,2,2,3,7,Potential Loyalist
12625.0,212,3,1085.94,1,3,4,8,Loyal
12626.0,23,12,3169.58,3,4,4,11,Champion
12627.0,11,6,2060.6,4,4,4,12,Champion
12628.0,4,4,434.45,4,3,3,10,Champion
12630.0,10,2,686.14,4,2,3,9,Loyal
12631.0,57,1,105.0,2,1,1,4,At Risk
12633.0,59,5,841.7700000000001,2,3,4,9,Loyal
12635.0,90,2,697.0600000000001,2,2,3,7,Potential Loyalist
12637.0,67,7,2527.02,2,4,4,10,Champion
12638.0,33,1,221.82,3,1,2,6,Potential Loyalist
12639.0,239,1,250.8,1,1,2,4,At Risk
12640.0,25,2,406.0,3,2,3,8,Loyal
12641.0,115,1,78.5,2,1,1,4,At Risk
12642.0,25,3,455.49,3,3,3,9,Loyal
12643.0,128,2,131.04,2,2,1,5,At Risk
12644.0,130,1,247.28,2,1,2,5,At Risk
12645.0,34,4,1000.6400000000001,3,3,4,10,Champion
12646.0,5,2,769.11,4,2,3,9,Loyal
12647.0,22,11,1780.36,3,4,4,11,Champion
12648.0,155,1,71.45,1,1,1,3,Hibernating
12649.0,107,3,303.66,2,3,2,7,Potential Loyalist
12650.0,3,1,142.54,4,1,2,7,Potential Loyalist
12651.0,335,1,57.75,1,1,1,3,Hibernating
12652.0,322,2,427.66,1,2,3,6,Potential Loyalist
12653.0,149,2,1223.6,1,2,4,7,Potential Loyalist
12654.0,11,5,270.35,4,3,2,9,Loyal
12656.0,17,8,2718.85,4,4,4,12,Champion
12657.0,11,4,1285.86,4,3,4,11,Champion
12658.0,19,1,283.4,3,1,2,6,Potential Loyalist
12659.0,30,1,43.68,3,1,1,5,At Risk
12660.0,11,1,48.6,4,1,1,6,Potential Loyalist
12662.0,1,11,1830.65,4,4,4,12,Champion
12664.0,144,2,601.38,2,2,3,7,Potential Loyalist
12665.0,325,2,16.25,1,2,1,4,At Risk
12666.0,359,1,91.44,1,1,1,3,Hibernating
12667.0,58,1,197.1,2,1,2,5,At Risk
12668.0,7,6,1750.0800000000002,4,4,4,12,Champion
12669.0,151,2,641.6,1,2,3,6,Potential Loyalist
12670.0,10,5,983.7900000000001,4,3,4,11,Champion
12672.0,330,1,67.5,1,1,1,3,Hibernating
12673.0,5,2,284.37,4,2,2,8,Loyal
12674.0,12,6,765.51,4,4,3,11,Champion
12676.0,25,6,401.08,3,4,3,10,Champion
12678.0,43,8,7827.2699999999995,3,4,4,11,Champion
12679.0,276,2,302.8,1,2,2,5,At Risk
12680.0,1,4,227.75,4,3,2,9,Loyal
12681.0,15,22,3520.5,4,4,4,12,Champion
12682.0,4,27,4286.32,4,4,4,12,Champion
12683.0,4,17,4760.71,4,4,4,12,Champion
12684.0,25,5,648.59,3,3,3,9,Loyal
12685.0,28,6,1400.24,3,4,4,11,Champion
12686.0,372,1,8.5,1,1,1,3,Hibernating
12688.0,114,1,2335.42,2,1,4,7,Potential Loyalist
12689.0,26,2,442.93,3,2,3,8,Loyal
12690.0,206,1,173.85,1,1,2,4,At Risk
12691.0,58,4,152.4,2,3,2,7,Potential Loyalist
12693.0,127,4,227.45,2,3,2,7,Potential Loyalist
12694.0,70,2,499.21,2,2,3,7,Potential Loyalist
12695.0,7,4,378.45000000000005,4,3,3,10,Champion
12697.0,29,3,547.2,3,3,3,9,Loyal
12700.0,8,4,1638.31,4,3,4,11,Champion
12701.0,80,2,290.53000000000003,2,2,2,6,Potential Loyalist
12702.0,20,1,201.0,3,1,2,6,Potential Loyalist
12703.0,64,2,74.35000000000001,2,2,1,5,At Risk
12704.0,7,8,526.5600000000001,4,4,3,11,Champion
12705.0,15,10,3087.38,4,4,4,12,Champion
12707.0,292,1,343.55,1,1,3,5,At Risk
12708.0,30,15,1113.68,3,4,4,11,Champion
12709.0,3,22,4700.64,4,4,4,12,Champion
12710.0,97,4,501.15,2,3,3,8,Loyal
12712.0,29,10,533.85,3,4,3,10,Champion
12713.0,1,1,169.34,4,1,2,7,Potential Loyalist
12714.0,9,5,1909.8,4,3,4,11,Champion
12715.0,106,1,194.9,2,1,2,5,At Risk
12716.0,4,2,311.4,4,2,3,9,Loyal
12717.0,151,2,413.14,1,2,3,6,Potential Loyalist
12718.0,71,1,131.92,2,1,2,5,At Risk
12719.0,5,2,238.9,4,2,2,8,Loyal
12720.0,3,25,2607.7,4,4,4,12,Champion
12721.0,32,7,1089.02,3,4,4,11,Champion
12722.0,85,6,796.13,2,4,3,9,Loyal
12723.0,16,3,220.69,4,3,2,9,Loyal
12724.0,5,4,588.4,4,3,3,10,Champion
12725.0,371,1,112.25000000000001,1,1,1,3,Hibernating
12726.0,28,7,1124.4,3,4,4,11,Champion
12727.0,11,8,1872.8799999999999,4,4,4,12,Champion
12728.0,71,4,240.19,2,3,2,7,Potential Loyalist
12729.0,114,1,140.55,2,1,2,5,At Risk
12731.0,24,12,9439.38,3,4,4,11,Champion
12732.0,180,1,17.700000000000003,1,1,1,3,Hibernating
12733.0,234,1,258.6,1,1,2,4,At Risk
12734.0,353,1,110.39999999999999,1,1,1,3,Hibernating
12735.0,315,2,452.21,1,2,3,6,Potential Loyalist
12736.0,333,1,144.0,1,1,2,4,At Risk
12738.0,372,1,97.14999999999999,1,1,1,3,Hibernating
12739.0,99,1,714.3,2,1,3,6,Potential Loyalist
12740.0,64,1,132.0,2,1,2,5,At Risk
12744.0,56,4,4260.35,2,3,4,9,Loyal
12747.0,2,10,875.35,4,4,4,12,Champion
12748.0,1,184,13916.06,4,4,4,12,Champion
12749.0,4,8,2164.59,4,4,4,12,Champion
12750.0,129,1,49.8,2,1,1,4,At Risk
12752.0,81,1,1763.02,2,1,4,7,Potential Loyalist
12753.0,4,11,9056.5,4,4,4,12,Champion
12754.0,236,2,1125.7,1,2,4,7,Potential Loyalist
12755.0,250,2,5385.6,1,2,4,7,Potential Loyalist
12757.0,16,9,3230.92,4,4,4,12,Champion
12758.0,117,2,1807.0,2,2,4,8,Loyal
12759.0,52,3,821.28,2,3,3,8,Loyal
12762.0,8,2,572.4599999999999,4,2,3,9,Loyal
12763.0,138,2,318.4,2,2,3,7,Potential Loyalist
12764.0,317,1,713.5,1,1,3,5,At Risk
12766.0,4,7,3705.33,4,4,4,12,Champion
12769.0,239,1,763.86,1,1,3,5,At Risk
12770.0,211,1,1199.83,1,1,4,6,Potential Loyalist
12772.0,60,1,330.49,2,1,3,6,Potential Loyalist
12775.0,17,6,1127.48,4,4,4,12,Champion
12778.0,20,6,427.43,3,4,3,10,Champion
12779.0,21,12,2438.13,3,4,4,11,Champion
12781.0,22,4,489.38,3,3,3,9,Loyal
12782.0,5,6,1208.72,4,4,4,12,Champion
12783.0,2,4,573.45,4,3,3,10,Champion
12784.0,15,1,303.25,4,1,2,7,Potential Loyalist
12785.0,3,2,208.04,4,2,2,8,Loyal
12787.0,10,3,190.60000000000002,4,3,2,9,Loyal
12789.0,65,1,16.95,2,1,1,4,At Risk
12790.0,192,1,151.44,1,1,2,4,At Risk
12792.0,257,1,157.99,1,1,2,4,At Risk
12793.0,335,2,428.6,1,2,3,6,Potential Loyalist
12794.0,53,2,569.96,2,2,3,7,Potential Loyalist
12795.0,19,1,133.6,3,1,2,6,Potential Loyalist
12797.0,366,1,34.8,1,1,1,3,Hibernating
12798.0,171,1,207.36,1,1,2,4,At Risk
12802.0,187,1,226.48000000000002,1,1,2,4,At Risk
12808.0,37,3,249.3,3,3,2,8,Loyal
12809.0,168,2,163.29999999999998,1,2,2,5,At Risk
12811.0,262,2,283.25,1,2,2,5,At Risk
12812.0,45,1,209.24,3,1,2,6,Potential Loyalist
12815.0,148,2,436.4,1,2,3,6,Potential Loyalist
12816.0,96,2,150.1,2,2,2,6,Potential Loyalist
12817.0,281,1,59.400000000000006,1,1,1,3,Hibernating
12818.0,178,2,289.03000000000003,1,2,2,5,At Risk
12820.0,3,4,656.14,4,3,3,10,Champion
12821.0,214,1,92.72,1,1,1,3,Hibernating
12822.0,71,3,591.78,2,3,3,8,Loyal
12823.0,75,5,1759.5,2,3,4,9,Loyal
12824.0,60,1,263.36,2,1,2,5,At Risk
12826.0,3,8,1111.2,4,4,4,12,Champion
12827.0,6,3,351.25,4,3,3,10,Champion
12828.0,3,6,570.85,4,4,3,11,Champion
12829.0,337,2,95.25,1,2,1,4,At Risk
12830.0,38,5,1385.1200000000001,3,3,4,10,Champion
12831.0,262,1,156.55,1,1,2,4,At Risk
12832.0,32,2,158.6,3,2,2,7,Potential Loyalist
12833.0,145,1,103.45000000000002,1,1,1,3,Hibernating
12834.0,283,1,124.0,1,1,1,3,Hibernating
12836.0,59,4,1246.48,2,3,4,9,Loyal
12837.0,173,1,70.75,1,1,1,3,Hibernating
12838.0,34,2,311.52,3,2,3,8,Loyal
12839.0,3,14,3486.37,4,4,4,12,Champion
12840.0,144,6,2516.2,2,4,4,10,Champion
12841.0,5,26,1663.6299999999999,4,4,4,12,Champion
12842.0,70,2,299.53,2,2,2,6,Potential Loyalist
12843.0,66,8,958.61,2,4,4,10,Champion
12844.0,29,2,116.55,3,2,1,6,Potential Loyalist
12845.0,267,3,92.85,1,3,1,5,At Risk
12847.0,22,1,101.25,3,1,1,5,At Risk
12849.0,31,2,601.13,3,2,3,8,Loyal
12851.0,97,1,43.089999999999996,2,1,1,4,At Risk
12852.0,290,2,292.15,1,2,2,5,At Risk
12853.0,135,6,997.6,2,4,4,10,Champion
12854.0,79,5,538.77,2,3,3,8,Loyal
12856.0,8,8,1317.74,4,4,4,12,Champion
12857.0,211,2,455.2,1,2,3,6,Potential Loyalist
12863.0,52,2,466.2,2,2,3,7,Potential Loyalist
12865.0,26,3,545.86,3,3,3,9,Loyal
12866.0,283,1,216.5,1,1,2,4,At Risk
12867.0,26,9,1567.46,3,4,4,11,Champion
12868.0,186,6,904.8900000000001,1,4,4,9,Loyal
12870.0,366,1,14.899999999999999,1,1,1,3,Hibernating
12871.0,84,2,294.59999999999997,2,2,2,6,Potential Loyalist
12872.0,327,2,250.3,1,2,2,5,At Risk
12873.0,282,1,204.0,1,1,2,4,At Risk
12876.0,58,2,1847.88,2,2,4,8,Loyal
12877.0,4,7,494.09,4,4,3,11,Champion
12878.0,18,3,258.06,4,3,2,9,Loyal
12879.0,45,4,593.87,3,3,3,9,Loyal
12882.0,9,2,1373.6399999999999,4,2,4,10,Champion
12883.0,25,4,470.44,3,3,3,9,Loyal
12884.0,88,1,62.400000000000006,2,1,1,4,At Risk
12885.0,63,3,547.45,2,3,3,8,Loyal
12886.0,68,3,738.75,2,3,3,8,Loyal
12888.0,221,3,231.75,1,3,2,6,Potential Loyalist
12890.0,24,1,103.3,3,1,1,5,At Risk
12893.0,31,1,89.71000000000001,3,1,1,5,At Risk
12895.0,42,2,185.39999999999998,3,2,2,7,Potential Loyalist
12897.0,205,2,186.8,1,2,2,5,At Risk
12901.0,10,20,6994.81,4,4,4,12,Champion
12902.0,265,1,32.7,1,1,1,3,Hibernating
12904.0,18,2,224.66,4,2,2,8,Loyal
12906.0,12,4,1472.43,4,3,4,11,Champion
12909.0,40,7,1073.81,3,4,4,11,Champion
12910.0,23,7,1374.6,3,4,4,11,Champion
12912.0,3,4,672.24,4,3,3,10,Champion
12913.0,5,5,1751.16,4,3,4,11,Champion
12915.0,149,2,251.1,1,2,2,5,At Risk
12916.0,139,4,1801.15,2,3,4,9,Loyal
12919.0,8,5,406.27000000000004,4,3,3,10,Champion
12920.0,17,1,65.7,4,1,1,6,Potential Loyalist
12921.0,4,42,9110.78,4,4,4,12,Champion
12922.0,161,1,140.3,1,1,2,4,At Risk
12923.0,64,1,32.06,2,1,1,4,At Risk
12924.0,88,3,326.46000000000004,2,3,3,8,Loyal
12925.0,5,2,180.1,4,2,2,8,Loyal
12928.0,35,5,1215.7,3,3,4,10,Champion
12929.0,122,2,57.5,2,2,1,5,At Risk
12930.0,78,4,200.46,2,3,2,7,Potential Loyalist
12931.0,23,9,17578.260000000002,3,4,4,11,Champion
12933.0,24,4,198.31,3,3,2,8,Loyal
12935.0,2,7,1129.51,4,4,4,12,Champion
12936.0,17,5,673.4300000000001,4,3,3,10,Champion
12937.0,15,4,964.7,4,3,4,11,Champion
12938.0,26,1,88.02,3,1,1,5,At Risk
12939.0,64,5,3850.6800000000003,2,3,4,9,Loyal
12940.0,55,3,529.49,2,3,3,8,Loyal
12942.0,131,3,329.45,2,3,3,8,Loyal
12944.0,36,2,225.43,3,2,2,7,Potential Loyalist
12945.0,288,1,319.5,1,1,3,5,At Risk
12947.0,144,8,575.84,2,4,3,9,Loyal
12948.0,16,7,768.29,4,4,3,11,Champion
12949.0,31,9,1585.15,3,4,4,11,Champion
12950.0,2,3,1613.4,4,3,4,11,Champion
12951.0,9,8,489.45000000000005,4,4,3,11,Champion
12952.0,6,5,652.38,4,3,3,10,Champion
12953.0,10,1,211.65,4,1,2,7,Potential Loyalist
12955.0,1,12,1928.7,4,4,4,12,Champion
12956.0,306,1,40.2,1,1,1,3,Hibernating
12957.0,10,10,1589.58,4,4,4,12,Champion
12962.0,113,1,77.4,2,1,1,4,At Risk
12963.0,8,8,869.1700000000001,4,4,4,12,Champion
12965.0,89,1,356.73,2,1,3,6,Potential Loyalist
12966.0,10,1,29.48,4,1,1,6,Potential Loyalist
12967.0,3,4,1472.0,4,3,4,11,Champion
12968.0,112,1,61.2,2,1,1,4,At Risk
12970.0,7,4,144.4,4,3,2,9,Loyal
12971.0,4,68,4470.54,4,4,4,12,Champion
12974.0,198,1,47.7,1,1,1,3,Hibernating
12976.0,212,1,598.14,1,1,3,5,At Risk
12980.0,156,11,5632.95,1,4,4,9,Loyal
12981.0,30,2,238.06,3,2,2,7,Potential Loyalist
12982.0,240,2,185.1,1,2,2,5,At Risk
12984.0,19,1,60.0,3,1,1,5,At Risk
12985.0,1,2,444.96000000000004,4,2,3,9,Loyal
12987.0,74,3,349.15,2,3,3,8,Loyal
12988.0,292,1,86.85,1,1,1,3,Hibernating
12989.0,9,12,2687.04,4,4,4,12,Champion
12990.0,31,3,409.5,3,3,3,9,Loyal
12991.0,23,2,229.18,3,2,2,7,Potential Loyalist
12993.0,23,4,216.56,3,3,2,8,Loyal
12994.0,4,4,475.14,4,3,3,10,Champion
12995.0,85,1,135.0,2,1,2,5,At Risk
12997.0,22,7,674.75,3,4,3,10,Champion
12999.0,246,1,45.839999999999996,1,1,1,3,Hibernating
13000.0,107,3,330.97,2,3,3,8,Loyal
13001.0,4,14,3487.06,4,4,4,12,Champion
13002.0,318,1,64.55,1,1,1,3,Hibernating
13003.0,215,1,8.5,1,1,1,3,Hibernating
13004.0,12,18,2792.78,4,4,4,12,Champion
13005.0,174,3,282.9,1,3,2,6,Potential Loyalist
13006.0,56,1,49.769999999999996,2,1,1,4,At Risk
13008.0,323,1,162.9,1,1,2,4,At Risk
13011.0,372,1,15.0,1,1,1,3,Hibernating
13012.0,9,8,434.92,4,4,3,11,Champion
13013.0,1,13,2475.25,4,4,4,12,Champion
13014.0,3,16,2117.45,4,4,4,12,Champion
13015.0,53,5,1256.38,2,3,4,9,Loyal
13016.0,73,2,551.0,2,2,3,7,Potential Loyalist
13017.0,7,1,204.0,4,1,2,7,Potential Loyalist
13018.0,16,25,3281.17,4,4,4,12,Champion
13021.0,4,10,1314.74,4,4,4,12,Champion
13023.0,64,2,221.0,2,2,2,6,Potential Loyalist
13026.0,1,5,302.64,4,3,2,9,Loyal
13027.0,114,6,6912.0,2,4,4,10,Champion
13028.0,23,3,446.19,3,3,3,9,Loyal
