CustomerID,InvoiceNo,OrderRevenue,OrderQuantity,OrderDate
12437.0,546765,89.14999999999999,137.0,2011-03-16 14:37:00
12437.0,551389,90.3,150.0,2011-04-28 11:45:00
12437.0,553577,211.6,168.0,2011-05-18 10:34:00
12437.0,554555,201.24,332.0,2011-05-25 10:08:00
12437.0,556816,411.84,296.0,2011-06-15 09:01:00
12437.0,565321,221.1,74.0,2011-09-02 13:14:00
12437.0,565322,34.9,26.0,2011-09-02 13:15:00
12437.0,567910,103.2,96.0,2011-09-22 16:58:00
12437.0,573036,37.6,8.0,2011-10-27 13:44:00
12437.0,574093,440.69,403.0,2011-11-03 09:43:00
12437.0,574252,162.2,66.0,2011-11-03 13:24:00
12437.0,577344,140.1,62.0,2011-11-18 15:14:00
12437.0,579870,139.05,33.0,2011-11-30 16:47:00
12437.0,581279,111.9,18.0,2011-12-08 11:35:00
12437.0,C542714,54.75,5.0,2011-01-31 13:28:00
12438.0,560991,258.63,219.0,2011-07-22 13:29:00
12438.0,578811,672.86,140.0,2011-11-25 13:28:00
12441.0,537693,88.65,33.0,2010-12-08 10:45:00
12442.0,580955,65.4,60.0,2011-12-06 14:22:00
12444.0,557621,544.95,181.0,2011-06-21 14:00:00
12444.0,562844,133.05,19.0,2011-08-10 08:41:00
12444.0,566773,57.18000000000001,16.0,2011-09-15 09:43:00
12444.0,570793,234.71,45.0,2011-10-12 12:08:00
12444.0,577314,282.64,118.0,2011-11-18 13:23:00
12446.0,571035,483.17,171.0,2011-10-13 12:50:00
12447.0,549559,160.9,62.0,2011-04-10 13:25:00
12448.0,572886,155.64,128.0,2011-10-26 13:46:00
12449.0,555572,272.56,130.0,2011-06-05 15:37:00
12449.0,562034,182.55,53.0,2011-08-02 09:14:00
12449.0,566076,215.64000000000001,80.0,2011-09-09 09:13:00
12449.0,577046,436.98,196.0,2011-11-17 13:46:00
12450.0,557303,81.72,40.0,2011-06-19 14:36:00
12450.0,559148,96.0,124.0,2011-07-06 14:41:00
12451.0,541518,1102.14,1184.0,2011-01-19 09:05:00
12451.0,552013,1272.6499999999999,1551.0,2011-05-05 17:34:00
12451.0,569653,994.9,679.0,2011-10-05 12:52:00
12451.0,577157,310.76,219.0,2011-11-18 09:58:00
12451.0,579259,77.34,58.0,2011-11-29 08:40:00
12452.0,578099,57.7,30.0,2011-11-23 08:05:00
12453.0,561627,356.75,205.0,2011-07-28 14:08:00
12454.0,571255,504.79999999999995,216.0,2011-10-14 17:13:00
12454.0,C571499,504.79999999999995,216.0,2011-10-17 15:07:00
12455.0,544097,1130.78,1502.0,2011-02-16 09:56:00
12455.0,555470,170.0,90.0,2011-06-03 11:33:00
12455.0,559135,38.4,48.0,2011-07-06 13:18:00
12455.0,568554,211.5,262.0,2011-09-27 15:31:00
12456.0,548212,277.13,239.0,2011-03-30 09:12:00
12456.0,561898,326.4,184.0,2011-07-31 15:25:00
12456.0,572896,362.66,478.0,2011-10-26 14:41:00
12457.0,550188,246.0,73.0,2011-04-14 18:57:00
12457.0,550281,179.0,100.0,2011-04-15 13:48:00
12457.0,550671,179.0,100.0,2011-04-20 10:10:00
12457.0,566756,277.65,83.0,2011-09-14 15:54:00
12457.0,C550668,45.900000000000006,6.0,2011-04-20 09:49:00
12457.0,C550672,179.0,100.0,2011-04-20 10:10:00
12457.0,C562118,9.75,5.0,2011-08-02 16:23:00
12458.0,545084,267.0,226.0,2011-02-28 10:55:00
12458.0,568950,232.62,108.0,2011-09-29 15:25:00
12461.0,559372,242.57,65.0,2011-07-08 10:23:00
12462.0,543541,334.43,141.0,2011-02-09 14:44:00
12462.0,577606,232.56,288.0,2011-11-21 09:11:00
12462.0,C544397,12.899999999999999,2.0,2011-02-18 12:21:00
12462.0,C581148,21.509999999999998,5.0,2011-12-07 14:02:00
12463.0,549825,134.25,63.0,2011-04-12 12:47:00
12463.0,553415,105.65,43.0,2011-05-17 10:02:00
12463.0,557232,190.20000000000002,82.0,2011-06-17 14:28:00
12463.0,571445,241.21,131.0,2011-10-17 13:44:00
12463.0,C572479,9.95,1.0,2011-10-24 13:43:00
12465.0,557885,193.0,146.0,2011-06-23 13:37:00
12465.0,578084,246.04999999999998,167.0,2011-11-22 16:34:00
12465.0,C580168,8.3,4.0,2011-12-02 11:34:00
12468.0,542371,86.85000000000001,39.0,2011-01-27 13:29:00
12468.0,555523,215.20000000000002,180.0,2011-06-05 11:36:00
12468.0,C560564,5.5,2.0,2011-07-19 13:42:00
12471.0,538174,795.05,385.0,2010-12-10 09:35:00
12471.0,539395,690.0,368.0,2010-12-17 11:52:00
12471.0,539398,29.700000000000003,6.0,2010-12-17 11:53:00
12471.0,541093,630.8999999999999,138.0,2011-01-13 13:21:00
12471.0,543056,572.4,158.0,2011-02-03 10:47:00
12471.0,544811,88.0,52.0,2011-02-23 15:53:00
12471.0,546920,521.5,166.0,2011-03-18 09:55:00
12471.0,548745,150.78,90.0,2011-04-04 12:10:00
12471.0,553037,540.0,272.0,2011-05-13 08:10:00
12471.0,553038,42.4,8.0,2011-05-13 08:11:00
12471.0,559298,323.03999999999996,100.0,2011-07-07 12:38:00
12471.0,559300,144.0,112.0,2011-07-07 12:40:00
12471.0,563950,679.06,180.0,2011-08-22 10:39:00
12471.0,564309,83.58,70.0,2011-08-24 12:39:00
12471.0,564360,221.88,152.0,2011-08-24 16:13:00
12471.0,566984,169.1,104.0,2011-09-16 10:39:00
12471.0,567924,17.4,12.0,2011-09-22 17:25:00
12471.0,569640,1372.34,546.0,2011-10-05 12:25:00
12471.0,574097,257.90000000000003,198.0,2011-11-03 09:56:00
12471.0,576909,559.78,282.0,2011-11-17 09:49:00
12471.0,578333,43.6,56.0,2011-11-24 08:50:00
12471.0,578469,313.15999999999997,80.0,2011-11-24 12:36:00
12471.0,579416,76.80000000000001,24.0,2011-11-29 13:00:00
12471.0,579419,17.34,6.0,2011-11-29 13:01:00
12471.0,581179,1022.62,382.0,2011-12-07 15:43:00
12471.0,C536622,17.0,2.0,2010-12-02 10:37:00
12471.0,C539644,264.34999999999997,39.0,2010-12-20 15:52:00
12471.0,C540158,38.9,8.0,2011-01-05 11:42:00
12471.0,C540643,21.9,2.0,2011-01-10 14:08:00
12471.0,C542101,44.699999999999996,10.0,2011-01-25 13:15:00
12471.0,C543661,122.3,17.0,2011-02-11 10:41:00
12471.0,C553840,21.9,2.0,2011-05-19 12:15:00
12471.0,C561328,37.8,4.0,2011-07-26 13:54:00
12471.0,C565284,75.6,8.0,2011-09-02 11:31:00
12471.0,C573037,146.38,20.0,2011-10-27 13:45:00
12471.0,C575150,39.3,12.0,2011-11-08 16:05:00
12471.0,C578062,19.8,4.0,2011-11-22 15:30:00
12472.0,537201,924.46,750.0,2010-12-05 14:19:00
12472.0,542215,214.20000000000002,68.0,2011-01-26 12:27:00
12472.0,546843,246.2,72.0,2011-03-17 12:40:00
12472.0,556578,477.7,342.0,2011-06-13 14:13:00
12472.0,561037,158.5,78.0,2011-07-24 11:55:00
12472.0,571824,340.5,186.0,2011-10-19 11:49:00
12472.0,574885,64.56,32.0,2011-11-07 14:01:00
12472.0,C536548,33.05,21.0,2010-12-01 14:33:00
12472.0,C543347,53.0,16.0,2011-02-07 12:44:00
12472.0,C548356,23.349999999999998,5.0,2011-03-30 15:12:00
12472.0,C559253,8.75,3.0,2011-07-07 11:44:00
12472.0,C575064,4.16,2.0,2011-11-08 12:39:00
12473.0,555162,172.63000000000002,71.0,2011-06-01 10:15:00
12473.0,563540,176.9,102.0,2011-08-17 12:04:00
12473.0,571328,809.95,913.0,2011-10-17 11:27:00
12473.0,C555881,4.21,4.0,2011-06-07 15:37:00
12474.0,541125,29.5,10.0,2011-01-14 10:06:00
12474.0,541224,101.95,25.0,2011-01-14 14:45:00
12474.0,542229,123.3,62.0,2011-01-26 13:38:00
12474.0,544996,142.15000000000003,37.0,2011-02-25 11:53:00
12474.0,547005,337.35,197.0,2011-03-18 14:20:00
12474.0,547934,84.0,44.0,2011-03-28 14:07:00
12474.0,553547,353.08,378.0,2011-05-17 15:48:00
12474.0,554263,7.800000000000001,12.0,2011-05-23 12:32:00
12474.0,557569,210.8,190.0,2011-06-21 10:46:00
12474.0,558109,44.25,15.0,2011-06-26 15:36:00
12474.0,559710,104.10000000000001,78.0,2011-07-12 10:25:00
12474.0,561094,96.2,69.0,2011-07-25 10:04:00
12474.0,565261,182.74,230.0,2011-09-02 10:53:00
12474.0,570640,236.9,90.0,2011-10-11 12:38:00
12474.0,571312,219.48,116.0,2011-10-17 10:42:00
12474.0,572061,187.45,223.0,2011-10-20 12:53:00
12474.0,576607,302.75,261.0,2011-11-15 15:42:00
12474.0,578043,190.55,189.0,2011-11-22 14:39:00
12474.0,C537333,34.0,4.0,2010-12-06 12:00:00
12474.0,C543431,2.55,1.0,2011-02-08 11:37:00
12474.0,C547581,15.3,2.0,2011-03-24 10:58:00
12474.0,C549019,12.75,1.0,2011-04-05 15:22:00
12474.0,C554266,13.91,7.0,2011-05-23 12:48:00
12474.0,C554336,4.16,2.0,2011-05-23 17:20:00
12474.0,C567519,10.2,12.0,2011-09-20 16:30:00
12474.0,C572488,17.0,2.0,2011-10-24 13:57:00
12475.0,571308,152.5,158.0,2011-10-17 10:10:00
12476.0,538644,8.5,1.0,2010-12-13 14:39:00
12476.0,542648,101.75,17.0,2011-01-31 11:46:00
12476.0,543833,50.0,20.0,2011-02-14 10:24:00
12476.0,550527,462.55,205.0,2011-04-19 10:48:00
12476.0,560901,303.40000000000003,178.0,2011-07-21 17:39:00
12476.0,566987,181.1,46.0,2011-09-16 10:56:00
12476.0,572559,229.66000000000003,136.0,2011-10-25 08:44:00
12476.0,572560,157.2,28.0,2011-10-25 08:45:00
12476.0,576327,76.8,24.0,2011-11-14 15:19:00
12476.0,578472,592.61,159.0,2011-11-24 12:40:00
12476.0,C538642,8.5,1.0,2010-12-13 14:37:00
12476.0,C538643,8.5,1.0,2010-12-13 14:38:00
12476.0,C543830,15.8,4.0,2011-02-14 09:54:00
12476.0,C562281,12.75,1.0,2011-08-04 10:36:00
12476.0,C581409,19.0,6.0,2011-12-08 14:08:00
12477.0,543737,1467.8,454.0,2011-02-11 12:45:00
12477.0,550137,1467.2,682.0,2011-04-14 13:59:00
12477.0,564856,2574.71,791.0,2011-08-31 09:11:00
12477.0,570002,468.2,114.0,2011-10-07 09:16:00
12477.0,571227,719.4,240.0,2011-10-14 13:54:00
12477.0,576910,927.49,244.0,2011-11-17 09:51:00
12477.0,C564142,4.5,2.0,2011-08-23 11:49:00
12477.0,C566090,70.8,10.0,2011-09-09 10:32:00
12478.0,580752,317.5,94.0,2011-12-06 09:56:00
12479.0,579152,328.2,242.0,2011-11-28 13:26:00
12479.0,C580714,9.9,2.0,2011-12-05 16:39:00
12480.0,540480,487.15000000000003,229.0,2011-01-07 15:27:00
12480.0,546851,265.3,98.0,2011-03-17 13:23:00
12480.0,560569,146.64,48.0,2011-07-19 14:04:00
12480.0,575896,729.0699999999999,275.0,2011-11-11 14:52:00
12481.0,537892,62.480000000000004,38.0,2010-12-09 10:13:00
12481.0,539636,34.8,24.0,2010-12-20 15:15:00
12481.0,540414,216.35000000000002,83.0,2011-01-07 10:32:00
12481.0,547925,161.3,86.0,2011-03-28 13:57:00
12481.0,547926,67.2,48.0,2011-03-28 13:59:00
12481.0,553731,221.63,177.0,2011-05-19 08:26:00
12481.0,553732,114.9,66.0,2011-05-19 08:27:00
12481.0,556517,432.4,304.0,2011-06-13 10:52:00
12481.0,569563,330.3,346.0,2011-10-05 09:46:00
12481.0,576893,44.879999999999995,32.0,2011-11-17 08:29:00
12483.0,540040,17.0,20.0,2011-01-04 14:20:00
12483.0,551278,149.4,76.0,2011-04-27 13:13:00
12483.0,556194,23.4,100.0,2011-06-09 12:20:00
12483.0,565287,124.20000000000002,72.0,2011-09-02 11:42:00
12483.0,573333,45.839999999999996,88.0,2011-10-30 11:34:00
12483.0,578089,35.400000000000006,12.0,2011-11-22 17:02:00
12484.0,540469,584.1,312.0,2011-01-07 14:04:00
12484.0,557007,561.3,188.0,2011-06-16 11:30:00
12484.0,564734,574.92,284.0,2011-08-28 13:32:00
12484.0,574550,315.42,133.0,2011-11-04 15:18:00
12484.0,C545728,34.0,3.0,2011-03-07 11:41:00
12484.0,C569370,9.95,1.0,2011-10-03 15:41:00
12488.0,568137,280.59000000000003,73.0,2011-09-25 10:34:00
12488.0,573442,49.0,12.0,2011-10-31 10:42:00
12488.0,579529,178.25,115.0,2011-11-30 08:50:00
12489.0,540463,184.93,59.0,2011-01-07 13:13:00
