CustomerID,Hour,Day,Weekend,Orders,Revenue
12388.0,13,14,False,1,372.36
12388.0,15,9,False,1,90.30000000000001
12390.0,9,21,False,1,240.5
12391.0,12,18,False,1,206.70000000000002
12393.0,9,8,False,1,346.2
12393.0,9,11,False,1,324.6
12393.0,15,28,False,1,265.8
12394.0,8,7,False,1,729.4
12394.0,14,6,False,1,90.1
12395.0,10,12,False,1,15.0
12395.0,12,11,False,1,62.85
12395.0,12,24,False,1,2.55
12395.0,13,4,False,1,154.5
12395.0,14,5,False,1,70.05000000000001
12395.0,14,23,False,1,220.9
12395.0,15,18,False,1,14.85
12395.0,15,19,False,1,96.0
12395.0,15,20,True,1,173.55
12395.0,16,3,False,1,290.3
12395.0,16,8,False,2,190.05
12395.0,16,17,False,1,123.61
12395.0,16,30,False,1,118.9
12397.0,9,4,False,1,534.25
12397.0,14,27,False,1,643.72
12398.0,10,25,False,1,438.24
12399.0,9,23,False,1,202.73
12399.0,10,10,False,1,319.34999999999997
12399.0,13,9,False,1,90.12
12399.0,13,12,False,1,112.42
12401.0,13,9,False,1,36.45
12402.0,13,20,False,1,174.0
12405.0,8,14,False,1,659.73
12406.0,10,9,False,1,675.85
12406.0,19,17,False,1,884.34
12407.0,9,6,False,1,447.18
12407.0,10,21,False,1,146.26
12407.0,12,18,False,1,214.66
12407.0,13,20,True,1,193.89999999999998
12407.0,16,28,False,1,162.34
12408.0,10,2,False,1,457.8
12408.0,10,17,False,1,406.74
12408.0,12,7,False,2,146.51
12408.0,14,24,False,2,330.05
12408.0,17,8,False,1,14.85
12409.0,10,22,False,1,2748.0
12409.0,12,10,False,1,2754.16
12410.0,10,4,False,1,145.38
12412.0,10,26,False,1,133.16000000000003
12412.0,11,25,False,1,93.84
12412.0,13,23,False,1,268.62
12413.0,9,4,False,1,156.4
12413.0,9,12,False,1,9.95
12413.0,15,17,True,1,50.3
12413.0,16,6,False,1,241.5
12414.0,9,26,False,1,142.8
12415.0,8,18,False,1,13862.2
12415.0,9,15,False,1,9397.44
12415.0,10,3,False,1,7168.92
12415.0,10,15,False,1,1896.52
12415.0,10,19,False,1,110.35
12415.0,11,3,False,1,203.4
12415.0,11,6,False,1,2922.2
12415.0,12,2,False,1,624.24
12415.0,12,5,False,2,5529.96
12415.0,12,19,False,1,110.35
12415.0,13,1,False,1,734.52
12415.0,13,3,False,1,168.7
12415.0,13,15,False,1,13326.46
12415.0,14,20,False,1,418.6
12415.0,15,13,False,2,1874.76
12415.0,15,17,False,1,3182.1
12417.0,9,25,False,1,153.14
12417.0,10,25,False,1,131.3
12417.0,11,17,False,1,105.8
12417.0,13,28,False,1,316.9
12417.0,14,3,False,1,130.8
12417.0,14,6,False,1,175.33
12417.0,15,5,True,1,162.69
12417.0,16,31,False,1,136.15
12417.0,17,6,False,1,9.95
12417.0,18,4,False,1,121.03
12418.0,11,19,False,1,306.04
12420.0,8,7,False,1,341.84999999999997
12421.0,9,24,False,1,112.56
12421.0,10,17,False,1,125.6
12421.0,13,19,True,1,114.77000000000001
12421.0,15,24,False,1,79.68
12422.0,9,5,False,1,147.7
12422.0,9,19,False,1,238.5
12422.0,13,24,False,1,145.8
12423.0,8,31,False,1,39.38
12423.0,9,1,False,1,17.0
12423.0,9,21,False,1,101.23
12423.0,10,9,False,1,100.04
12423.0,10,21,False,1,87.95
12423.0,10,23,False,1,122.9
12423.0,11,21,False,1,212.20000000000002
12423.0,12,7,False,1,95.46000000000001
12424.0,12,30,False,2,857.41
12425.0,17,22,False,1,466.21000000000004
12426.0,12,29,True,1,212.70000000000002
12427.0,8,18,False,1,100.28
12427.0,10,3,False,1,168.8
12427.0,10,23,False,1,49.3
12427.0,15,10,False,1,79.98
12428.0,8,14,False,1,208.0
12428.0,9,1,False,2,2172.23
12428.0,10,11,False,1,131.22
12428.0,10,23,False,1,4.95
12428.0,12,5,False,1,289.2
12428.0,12,11,False,1,377.8
12428.0,15,30,False,1,19.92
12428.0,16,21,False,1,7.95
12429.0,11,26,False,1,107.7
12429.0,12,9,False,1,412.8
12429.0,12,20,False,1,306.64
12429.0,17,30,False,1,164.16
12430.0,15,27,False,1,82.2
12431.0,8,17,False,1,335.4
12431.0,9,6,False,2,301.85
12431.0,9,23,False,1,211.79000000000002
12431.0,10,1,False,1,169.1
12431.0,10,19,False,1,289.44
12431.0,10,26,False,1,38.16
12431.0,11,4,False,1,0.0
12431.0,12,12,False,1,377.09000000000003
12431.0,12,24,True,1,334.76
12431.0,14,10,False,1,241.60000000000002
12431.0,14,12,False,1,155.76
12431.0,14,17,False,1,185.7
12431.0,14,27,True,1,44.25
12431.0,14,28,False,1,43.5
12432.0,11,28,False,1,165.24
12432.0,13,20,False,2,1144.46
12433.0,8,9,False,1,728.59
12433.0,13,1,False,1,411.88
12433.0,13,9,False,1,995.1
12433.0,13,27,False,1,494.14000000000004
12433.0,14,30,False,1,728.59
12433.0,16,8,False,1,508.78000000000003
12434.0,11,14,False,1,21.5
12434.0,12,16,False,1,202.8
12434.0,13,24,False,1,15.9
12435.0,7,17,False,1,1921.7999999999997
12435.0,9,21,False,1,923.2
12436.0,12,1,False,1,217.26
12437.0,9,3,False,1,440.69
12437.0,9,15,False,1,411.84
12437.0,10,18,False,1,211.6
12437.0,10,25,False,1,201.24
12437.0,11,8,False,1,111.9
12437.0,11,28,False,1,90.3
12437.0,13,2,False,2,256.0
12437.0,13,3,False,1,162.2
12437.0,13,27,False,1,37.6
12437.0,13,31,False,1,54.75
12437.0,14,12,False,1,274.5
12437.0,14,16,False,1,89.14999999999999
12437.0,15,2,False,1,73.34
12437.0,15,18,False,1,140.1
12437.0,16,22,False,1,103.2
12437.0,16,23,False,2,249.16
12437.0,16,30,False,1,139.05
12438.0,13,22,False,1,258.63
12438.0,13,25,False,1,672.86
12441.0,10,8,False,1,88.65
12442.0,14,6,False,1,65.4
12444.0,8,10,False,1,133.05
12444.0,9,15,False,1,57.18000000000001
12444.0,12,12,False,1,234.71
12444.0,13,18,False,1,282.64
12444.0,14,21,False,1,544.95
12446.0,12,13,False,1,483.17
12447.0,13,10,True,1,160.9
12448.0,13,26,False,1,155.64
12449.0,9,2,False,1,182.55
12449.0,9,9,False,1,215.64000000000001
12449.0,13,17,False,1,436.98
12449.0,15,5,True,1,272.56
12450.0,14,6,False,1,96.0
12450.0,14,19,True,1,81.72
12451.0,8,29,False,1,77.34
12451.0,9,18,False,1,310.76
12451.0,9,19,False,1,1102.14
12451.0,12,5,False,1,994.9
12451.0,17,5,False,1,1272.6499999999999
12452.0,8,23,False,1,57.7
12453.0,14,28,False,1,356.75
12454.0,15,17,False,1,504.79999999999995
12454.0,17,14,False,1,504.79999999999995
12455.0,9,16,False,1,1130.78
12455.0,11,3,False,1,170.0
12455.0,13,6,False,1,38.4
12455.0,15,27,False,1,211.5
12456.0,9,30,False,1,277.13
12456.0,14,26,False,1,362.66
12456.0,15,31,True,1,326.4
12457.0,9,20,False,1,45.900000000000006
12457.0,10,20,False,2,358.0
12457.0,13,15,False,1,179.0
12457.0,15,14,False,1,277.65
12457.0,16,2,False,1,9.75
12457.0,18,14,False,1,246.0
12458.0,10,28,False,1,267.0
12458.0,15,29,False,1,232.62
12461.0,10,8,False,1,242.57
12462.0,9,21,False,1,232.56
12462.0,12,18,False,1,12.899999999999999
12462.0,14,7,False,1,21.509999999999998
12462.0,14,9,False,1,334.43
12463.0,10,17,False,1,105.65
12463.0,12,12,False,1,134.25
12463.0,13,17,False,1,241.21
12463.0,13,24,False,1,9.95
12463.0,14,17,False,1,190.20000000000002
12465.0,11,2,False,1,8.3
12465.0,13,23,False,1,193.0
12465.0,16,22,False,1,246.04999999999998
12468.0,11,5,True,1,215.20000000000002
12468.0,13,19,False,1,5.5
12468.0,13,27,False,1,86.85000000000001
12471.0,8,13,False,2,582.4
12471.0,8,24,False,1,43.6
12471.0,9,3,False,1,257.90000000000003
12471.0,9,10,False,1,795.05
12471.0,9,17,False,1,559.78
12471.0,9,18,False,1,521.5
12471.0,10,2,False,1,17.0
12471.0,10,3,False,1,572.4
12471.0,10,11,False,1,122.3
12471.0,10,16,False,1,169.1
12471.0,10,22,False,1,679.06
12471.0,11,2,False,1,75.6
12471.0,11,5,False,1,38.9
12471.0,11,17,False,2,719.7
12471.0,12,4,False,1,150.78
12471.0,12,5,False,1,1372.34
12471.0,12,7,False,2,467.03999999999996
12471.0,12,19,False,1,21.9
12471.0,12,24,False,2,396.74
12471.0,13,13,False,1,630.8999999999999
12471.0,13,25,False,1,44.699999999999996
12471.0,13,26,False,1,37.8
12471.0,13,27,False,1,146.38
12471.0,13,29,False,2,94.14
12471.0,14,10,False,1,21.9
12471.0,15,7,False,1,1022.62
12471.0,15,20,False,1,264.34999999999997
12471.0,15,22,False,1,19.8
12471.0,15,23,False,1,88.0
12471.0,16,8,False,1,39.3
12471.0,16,24,False,1,221.88
12471.0,17,22,False,1,17.4
12472.0,11,7,False,1,8.75
12472.0,11,19,False,1,340.5
12472.0,11,24,True,1,158.5
12472.0,12,7,False,1,53.0
12472.0,12,8,False,1,4.16
12472.0,12,17,False,1,246.2
12472.0,12,26,False,1,214.20000000000002
12472.0,14,1,False,1,33.05
12472.0,14,5,True,1,924.46
12472.0,14,7,False,1,64.56
12472.0,14,13,False,1,477.7
12472.0,15,30,False,1,23.349999999999998
12473.0,10,1,False,1,172.63000000000002
12473.0,11,17,False,1,809.95
12473.0,12,17,False,1,176.9
12473.0,15,7,False,1,4.21
12474.0,10,2,False,1,182.74
12474.0,10,12,False,1,104.10000000000001
12474.0,10,14,False,1,29.5
12474.0,10,17,False,1,219.48
12474.0,10,21,False,1,210.8
12474.0,10,24,False,1,15.3
12474.0,10,25,False,1,96.2
12474.0,11,8,False,1,2.55
12474.0,11,25,False,1,142.15000000000003
12474.0,12,6,False,1,34.0
12474.0,12,11,False,1,236.9
12474.0,12,20,False,1,187.45
12474.0,12,23,False,2,21.71
12474.0,13,24,False,1,17.0
12474.0,13,26,False,1,123.3
12474.0,14,14,False,1,101.95
12474.0,14,18,False,1,337.35
12474.0,14,22,False,1,190.55
12474.0,14,28,False,1,84.0
12474.0,15,5,False,1,12.75
12474.0,15,15,False,1,302.75
12474.0,15,17,False,1,353.08
12474.0,15,26,True,1,44.25
12474.0,16,20,False,1,10.2
12474.0,17,23,False,1,4.16
12475.0,10,17,False,1,152.5
12476.0,8,25,False,2,386.86
12476.0,9,14,False,1,15.8
12476.0,10,4,False,1,12.75
12476.0,10,14,False,1,50.0
12476.0,10,16,False,1,181.1
12476.0,10,19,False,1,462.55
12476.0,11,31,False,1,101.75
12476.0,12,24,False,1,592.61
12476.0,14,8,False,1,19.0
12476.0,14,13,False,3,25.5
12476.0,15,14,False,1,76.8
12476.0,17,21,False,1,303.40000000000003
12477.0,9,7,False,1,468.2
12477.0,9,17,False,1,927.49
12477.0,9,31,False,1,2574.71
12477.0,10,9,False,1,70.8
12477.0,11,23,False,1,4.5
12477.0,12,11,False,1,1467.8
12477.0,13,14,False,2,2186.6
12478.0,9,6,False,1,317.5
12479.0,13,28,False,1,328.2
12479.0,16,5,False,1,9.9
12480.0,13,17,False,1,265.3
12480.0,14,11,False,1,729.0699999999999
12480.0,14,19,False,1,146.64
12480.0,15,7,False,1,487.15000000000003
12481.0,8,17,False,1,44.879999999999995
12481.0,8,19,False,2,336.53000000000003
12481.0,9,5,False,1,330.3
12481.0,10,7,False,1,216.35000000000002
12481.0,10,9,False,1,62.480000000000004
12481.0,10,13,False,1,432.4
12481.0,13,28,False,2,228.5
12481.0,15,20,False,1,34.8
12483.0,11,2,False,1,124.20000000000002
12483.0,11,30,True,1,45.839999999999996
12483.0,12,9,False,1,23.4
12483.0,13,27,False,1,149.4
12483.0,14,4,False,1,17.0
12483.0,17,22,False,1,35.400000000000006
12484.0,11,7,False,1,34.0
12484.0,11,16,False,1,561.3
12484.0,13,28,True,1,574.92
12484.0,14,7,False,1,584.1
12484.0,15,3,False,1,9.95
12484.0,15,4,False,1,315.42
12488.0,8,30,False,1,178.25
12488.0,10,25,True,1,280.59000000000003
12488.0,10,31,False,1,49.0
12489.0,13,7,False,1,184.93
12490.0,9,9,False,1,218.3
12490.0,9,14,False,1,278.2
12490.0,11,22,False,1,122.7
12490.0,11,24,True,1,262.45
12490.0,12,31,False,1,239.10000000000002
12490.0,13,7,False,1,542.14
12490.0,13,14,False,1,179.28
12490.0,14,2,False,1,296.6
12490.0,14,20,False,1,268.0
12490.0,16,4,True,1,223.5
12491.0,12,1,False,1,131.7
12492.0,14,26,False,1,70.35000000000001
12492.0,15,7,False,1,88.1
12493.0,10,27,False,1,128.4
12493.0,14,26,False,1,143.45
12494.0,9,24,False,1,57.5
12494.0,9,30,False,1,39.8
12494.0,10,16,False,1,4.949999999999999
12494.0,10,17,False,1,199.0
12494.0,10,22,False,1,6.300000000000001
12494.0,11,5,False,1,10.95
12494.0,11,9,False,1,21.9
12494.0,11,16,False,1,4.949999999999999
12494.0,12,1,False,1,37.5
12494.0,13,27,False,1,107.15
12494.0,15,30,True,1,126.75999999999999
12498.0,9,13,False,1,122.45000000000002
12498.0,12,18,False,1,108.0
12500.0,9,6,False,1,12.5
12500.0,9,10,False,1,15.9
12500.0,9,18,False,1,70.80000000000001
12500.0,9,19,False,1,299.52
12500.0,10,4,False,1,10.4
12500.0,10,21,False,1,696.85
12500.0,10,24,False,1,118.34
12500.0,12,17,False,1,31.200000000000003
12500.0,12,25,False,1,180.0
12500.0,15,3,False,1,39.6
12500.0,16,16,False,1,299.52
12501.0,12,7,False,1,837.35
12501.0,13,28,False,1,67.83
12502.0,8,6,False,1,255.3
12502.0,9,4,False,1,277.7
12502.0,10,3,False,1,217.6
12502.0,11,5,False,1,524.3
12502.0,13,16,False,1,246.0
12504.0,14,9,False,1,395.4
12504.0,16,21,False,2,368.04999999999995
12504.0,17,18,False,1,32.65
12506.0,8,21,False,1,40.55
12507.0,9,14,False,1,316.56
12507.0,10,7,False,2,93.5
12507.0,17,28,False,1,643.9
12508.0,15,13,True,1,63.53
12508.0,16,10,False,1,155.35
12509.0,14,28,False,1,109.0
12510.0,14,18,False,1,102.2
12512.0,14,4,False,1,49.07
12513.0,10,19,False,1,398.39
12513.0,12,16,False,1,25.5
12514.0,16,17,False,1,491.7
12515.0,15,21,False,1,234.0
12516.0,9,23,False,1,605.78
12516.0,11,12,True,1,472.6
12517.0,11,27,False,1,218.9
12517.0,13,11,False,1,186.15
12517.0,15,2,False,1,396.21
12517.0,15,5,False,1,407.69
12518.0,10,9,False,1,66.30000000000001
12518.0,10,12,False,1,98.3
12518.0,11,11,False,1,144.1
12518.0,13,21,True,1,197.55
12518.0,15,23,False,1,125.1
12519.0,9,7,False,1,163.24
12520.0,8,25,False,1,79.0
12520.0,9,19,False,1,160.6
12520.0,11,11,False,1,301.02
12520.0,14,20,False,1,123.9
12520.0,15,21,False,1,279.93
12520.0,18,17,False,1,36.45
12521.0,10,20,False,1,250.79
12522.0,14,19,False,1,32.550000000000004
12522.0,15,31,False,1,85.32
12523.0,9,1,False,1,37.5
12523.0,9,12,False,1,75.2
12523.0,9,27,False,1,120.21000000000001
12523.0,10,21,True,1,77.25
12523.0,10,24,False,1,64.65
12523.0,12,20,True,1,132.7
12523.0,13,27,False,1,100.8
12523.0,14,21,False,2,40.400000000000006
12523.0,15,16,False,1,62.25
12523.0,17,6,False,1,32.4
12524.0,10,10,False,1,175.31
12524.0,10,21,False,1,230.64000000000001
12524.0,11,7,False,1,520.26
12524.0,12,19,False,1,154.5
12524.0,13,1,True,1,605.79
12524.0,14,3,False,1,62.099999999999994
12524.0,15,30,False,2,459.9
12526.0,9,17,False,1,275.28
12526.0,12,9,False,1,126.80000000000001
12526.0,14,6,False,1,206.76
12527.0,9,18,False,1,152.4
12527.0,11,19,False,1,48.85
12527.0,12,18,False,1,91.78
12528.0,9,31,False,1,424.53
12528.0,11,7,False,1,238.51
12528.0,11,8,False,1,227.13
12528.0,12,13,False,1,210.76
12528.0,12,17,False,1,150.0
12528.0,13,25,False,1,4.95
12528.0,14,30,False,1,287.6
12530.0,9,20,False,1,229.5
12530.0,10,7,False,1,219.3
12530.0,10,8,False,1,305.8
12530.0,10,23,False,1,20.8
12530.0,12,11,False,1,268.18
12531.0,11,25,False,1,56.76
12532.0,13,9,False,1,161.85000000000002
12534.0,10,1,False,1,332.5
12535.0,8,9,False,1,155.1
12535.0,12,6,False,1,230.7
12536.0,12,2,False,1,31.619999999999997
12536.0,14,11,False,1,1895.41
12538.0,17,10,False,1,198.95
12539.0,9,10,False,1,857.35
12539.0,11,27,False,1,857.35
12539.0,13,17,False,1,752.4
12539.0,16,22,False,1,628.1999999999999
12540.0,8,7,False,1,151.49
12540.0,8,24,False,1,240.72
12540.0,9,13,False,1,318.0
12540.0,10,7,False,1,225.44
12540.0,10,25,False,1,335.11
12540.0,11,20,False,1,65.69999999999999
12540.0,11,20,True,1,208.5
12540.0,11,23,False,1,110.28
12540.0,12,11,False,1,425.99999999999994
12540.0,12,18,False,1,504.89
12540.0,13,8,False,1,201.51
12540.0,13,31,False,1,431.98
12540.0,15,1,False,1,32.4
12540.0,15,8,False,1,233.92000000000002
12540.0,15,19,False,1,277.83
12540.0,16,4,False,1,126.38999999999999
12540.0,16,6,False,1,144.95000000000002
12540.0,16,20,False,1,12.75
12540.0,17,24,False,1,354.3
12541.0,9,4,False,1,204.6
12541.0,10,10,False,1,232.04
12541.0,15,19,True,1,81.6
12544.0,11,10,False,1,17.0
12544.0,16,3,False,1,130.74
12545.0,12,25,False,1,288.8
12545.0,13,25,True,1,236.39999999999998
12546.0,9,23,False,1,363.68
12546.0,12,24,False,1,161.6
12547.0,12,4,False,1,71.4
12547.0,12,26,False,1,20.4
12548.0,15,26,True,1,67.19999999999999
12550.0,14,21,False,1,413.13
12551.0,11,17,False,1,168.0
12552.0,12,31,False,1,159.4
12553.0,9,4,False,1,152.85
12553.0,10,14,False,1,212.15
12553.0,10,25,False,1,190.7
12553.0,12,8,False,1,139.45
12553.0,12,19,False,1,195.05
12553.0,13,14,False,1,159.1
12553.0,14,12,False,1,230.65
12553.0,14,21,True,1,169.8
12553.0,16,1,False,1,85.9
12556.0,13,11,False,1,145.17
12556.0,13,20,False,1,140.32999999999998
12557.0,11,11,False,1,3417.1200000000003
12557.0,12,3,False,1,620.0
12557.0,13,4,False,1,662.5
12557.0,16,23,False,1,290.0
12557.0,16,28,False,1,817.5
12558.0,10,2,False,1,154.51999999999998
12558.0,10,8,False,1,154.51999999999998
12559.0,9,2,False,1,25.5
12559.0,10,24,False,1,242.05
12560.0,12,31,False,1,12.75
12560.0,13,4,True,1,254.84
12560.0,15,19,False,1,537.24
12561.0,11,10,False,1,160.55
12562.0,8,5,False,1,380.8
12562.0,9,19,False,1,179.3
12562.0,11,17,False,1,189.1
12562.0,12,25,False,1,246.9
12562.0,14,14,False,1,368.1
12562.0,15,16,False,1,342.99
12562.0,17,1,False,1,175.72
12564.0,14,23,False,1,252.45
12565.0,10,24,False,1,22.439999999999998
12566.0,9,28,False,1,4.95
12566.0,14,14,False,1,139.25
12567.0,8,8,False,1,175.44
12567.0,9,8,False,2,350.88
12567.0,9,13,False,1,639.16
12567.0,10,7,False,1,174.05
12567.0,11,4,False,1,394.75
12567.0,11,5,True,1,495.1
12567.0,11,17,False,1,673.73
12567.0,13,22,True,1,193.65
12567.0,14,4,True,1,230.8
12567.0,14,23,False,1,369.24
12569.0,8,1,False,1,118.91
12569.0,9,9,False,1,13.5
12569.0,9,14,False,1,134.28
12569.0,10,2,False,1,15.0
12569.0,10,9,False,1,32.879999999999995
12569.0,10,15,False,1,39.95
12569.0,10,16,False,1,32.7
12569.0,11,4,False,1,116.94
12569.0,11,12,False,1,39.0
12569.0,12,4,True,1,63.900000000000006
12569.0,12,19,False,2,36.900000000000006
12569.0,12,20,False,1,32.879999999999995
12569.0,13,1,False,1,159.98000000000002
12569.0,13,3,False,1,14.85
12569.0,13,16,False,1,49.75
12569.0,13,24,False,1,10.95
12569.0,14,6,False,2,373.2
12569.0,14,23,False,1,148.5
12569.0,14,26,False,1,49.74
12569.0,15,4,True,1,14.85
12569.0,16,6,False,1,59.400000000000006
12569.0,16,7,False,2,71.02000000000001
12569.0,16,14,False,1,97.74000000000001
12571.0,10,31,False,1,164.22
12571.0,12,10,False,1,188.55
12572.0,8,19,False,1,261.79
12572.0,9,1,False,1,213.24
12572.0,9,23,True,1,12.75
12573.0,15,26,False,1,43.85
12574.0,9,28,False,1,69.55
12576.0,10,4,False,1,117.02000000000001
12576.0,10,5,False,1,99.95
12576.0,10,13,False,1,63.5
12576.0,11,8,False,1,166.9
12576.0,15,5,False,1,48.1
12577.0,13,4,False,2,113.74000000000001
12577.0,16,15,False,1,105.53999999999999
12578.0,10,5,False,1,7.649999999999999
12578.0,10,27,False,1,5.9
12578.0,13,18,False,1,525.6700000000001
12578.0,15,13,False,1,517.67
12579.0,17,22,False,1,69.45
12580.0,10,7,False,1,102.3
12581.0,8,31,False,1,121.05000000000001
12582.0,8,15,False,1,131.42000000000002
12582.0,11,24,False,1,13.2
12583.0,8,1,False,1,375.5
12583.0,8,7,False,1,138.99
12583.0,9,23,False,1,113.9
12583.0,10,12,True,1,60.7
12583.0,10,21,False,1,204.3
12583.0,11,21,False,1,115.0
12583.0,12,7,False,1,181.1
12583.0,12,8,False,2,320.2
12583.0,12,11,False,1,393.45
12583.0,12,25,False,1,126.9
12583.0,12,30,False,1,90.1
12583.0,14,12,False,1,20.4
12583.0,14,21,False,1,89.9
12583.0,15,10,False,1,105.60000000000001
12584.0,8,22,False,1,87.6
12584.0,9,6,False,1,131.85
12584.0,9,26,False,1,12.75
12584.0,10,13,False,1,211.95
12584.0,11,14,False,1,9.9
12584.0,12,14,False,1,56.25
12584.0,12,26,False,1,64.35
12584.0,12,29,False,1,5.9
12584.0,13,7,False,1,81.30000000000001
12584.0,13,20,False,1,182.15
12584.0,13,30,True,1,183.45000000000002
12584.0,15,4,False,1,172.5
12584.0,15,30,False,1,9.9
12584.0,17,4,False,3,40.35
12584.0,18,6,False,1,25.0
12585.0,12,23,False,1,429.88
12585.0,13,19,False,1,155.1
12585.0,15,5,False,1,19.349999999999998
12586.0,9,6,False,1,17.0
12586.0,16,22,False,1,122.64000000000001
12587.0,12,2,False,1,104.0
12588.0,15,31,False,1,159.89999999999998
12589.0,10,11,False,1,378.08
12589.0,12,18,False,1,113.5
12590.0,14,2,False,1,2.88
12590.0,14,12,False,1,4579.86
12591.0,14,26,False,1,259.95
12592.0,13,10,False,1,213.8
12592.0,15,8,False,1,187.8
12593.0,9,2,False,1,66.0
12593.0,9,5,False,1,119.69999999999999
12593.0,12,23,False,1,96.3
12594.0,9,21,False,1,106.2
12594.0,12,18,False,1,120.0
12594.0,12,19,False,1,217.60000000000002
12594.0,12,24,False,1,452.40000000000003
12594.0,12,28,False,1,152.3
12594.0,14,10,False,1,206.13
12594.0,14,31,False,1,276.5
12596.0,13,11,False,1,65.94000000000001
12596.0,13,19,False,1,48.72
12597.0,13,20,True,1,55.800000000000004
12597.0,13,30,True,1,1087.85
12597.0,14,7,False,1,39.6
12597.0,14,16,False,1,278.45
12597.0,16,9,False,1,345.25
12598.0,8,3,False,1,99.76
12598.0,11,1,False,1,173.36
12598.0,11,28,False,1,365.3
12598.0,12,11,False,1,149.96
12598.0,12,20,True,1,270.75
12598.0,12,30,False,1,80.15
12598.0,16,29,False,1,114.4
12599.0,11,27,True,1,72.6
12599.0,12,5,False,1,84.6
12599.0,13,8,False,1,59.4
12599.0,13,10,False,1,47.82000000000001
12599.0,13,15,True,1,87.8
12599.0,13,28,False,1,36.0
12599.0,15,11,False,1,20.4
12600.0,9,17,False,1,17.700000000000003
12600.0,10,11,False,1,111.38
12600.0,10,17,True,1,58.1
12600.0,11,19,False,1,51.96
12600.0,12,3,False,1,58.5
12600.0,14,16,False,1,33.3
12600.0,15,19,False,1,16.5
12600.0,16,28,False,1,51.900000000000006
12601.0,9,10,False,1,16.8
12601.0,10,11,False,1,40.8
12601.0,10,31,False,1,17.4
12601.0,15,19,False,1,34.8
12602.0,11,12,False,1,20.8
12603.0,10,18,False,1,613.1999999999999
12604.0,12,23,False,1,144.9
12604.0,14,21,False,1,28.88
12605.0,15,9,False,1,7.5
