CustomerID,Country,TotalRevenue,OrderCount
12463.0,Belgium,681.26,5
12465.0,Belgium,447.34999999999997,3
12468.0,Germany,307.55,3
12471.0,Germany,10212.26,37
12472.0,Germany,2548.43,12
12473.0,Germany,1163.69,4
12474.0,Germany,3064.2200000000003,26
12475.0,Germany,152.5,1
12476.0,Germany,2228.12,15
12477.0,Germany,7700.1,8
12478.0,Greece,317.5,1
12479.0,Germany,338.1,2
12480.0,Germany,1628.16,4
12481.0,Germany,1686.24,10
12483.0,Sweden,395.24,6
12484.0,Spain,2079.69,6
12488.0,France,507.84000000000003,3
12489.0,France,184.93,1
12490.0,France,2630.27,10
12491.0,France,131.7,1
12492.0,Germany,158.45,2
12493.0,France,271.85,2
12494.0,France,616.76,11
12498.0,Germany,230.45000000000002,2
12500.0,Germany,1774.63,11
12501.0,Germany,905.1800000000001,2
12502.0,Spain,1520.9,5
12504.0,Germany,796.0999999999999,4
12506.0,France,40.55,1
12507.0,Spain,1053.96,4
12508.0,France,218.88,2
12509.0,France,109.0,1
12510.0,Spain,102.2,1
12512.0,Israel,49.07,1
12513.0,France,423.89,2
12514.0,Italy,491.7,1
12515.0,Italy,234.0,1
12516.0,Germany,1078.38,2
12517.0,Germany,1208.95,4
12518.0,Germany,631.35,5
12519.0,Germany,163.24,1
12520.0,Germany,980.9,6
12521.0,Germany,250.79,1
12522.0,Germany,117.87,2
12523.0,France,743.36,11
12524.0,Germany,2208.5,8
12526.0,Germany,608.84,3
12527.0,Germany,293.03000000000003,3
12528.0,Germany,1543.48,7
12530.0,Germany,1043.58,5
12531.0,Germany,56.76,1
12532.0,France,161.85000000000002,1
12534.0,Germany,332.5,1
12535.0,France,385.8,2
12536.0,France,1927.03,2
12538.0,Spain,198.95,1
12539.0,Spain,3095.3,4
12540.0,Spain,4402.16,19
12541.0,Spain,518.24,3
12544.0,Spain,147.74,2
12545.0,Spain,525.1999999999999,2
12546.0,Spain,525.28,2
12547.0,Spain,91.8,2
12548.0,Spain,67.19999999999999,1
12550.0,Spain,413.13,1
12551.0,Spain,168.0,1
12552.0,Italy,159.4,1
12553.0,France,1535.65,9
12556.0,Spain,285.5,2
12557.0,Spain,5807.12,5
12558.0,USA,309.03999999999996,2
12559.0,Germany,267.55,2
12560.0,Germany,804.83,3
12561.0,Germany,160.55,1
12562.0,France,1882.91,7
12564.0,France,252.45,1
12565.0,Saudi Arabia,22.439999999999998,1
12566.0,Germany,144.2,2
12567.0,France,3696.8,11
12569.0,Germany,1726.82,26
12571.0,France,352.77,2
12572.0,Germany,487.78000000000003,3
12573.0,France,43.85,1
12574.0,France,69.55,1
12576.0,Poland,495.47,5
12577.0,France,219.28,3
12578.0,Italy,1056.89,4
12579.0,France,69.45,1
12580.0,Germany,102.3,1
12581.0,Germany,121.05000000000001,1
12582.0,Finland,144.62,2
12583.0,France,2336.04,15
12584.0,Italy,1275.2,17
12585.0,Germany,604.33,3
12586.0,Italy,139.64000000000001,2
12587.0,Finland,104.0,1
12588.0,Finland,159.89999999999998,1
12589.0,France,491.58,2
12590.0,Germany,4582.74,2
12591.0,Italy,259.95,1
12592.0,Germany,401.6,2
12593.0,France,282.0,3
12594.0,Italy,1531.13,7
12596.0,Spain,114.66000000000001,2
12597.0,Spain,1806.95,5
12598.0,France,1253.68,7
12599.0,France,408.62,7
12600.0,Germany,399.34000000000003,8
12601.0,Germany,109.8,4
12602.0,France,20.8,1
12603.0,Germany,613.1999999999999,1
12604.0,France,173.78,2
12605.0,Germany,7.5,1
12607.0,USA,1627.46,2
12609.0,Germany,385.75,3
12610.0,Italy,1075.65,5
12611.0,Italy,616.79,1
12613.0,Germany,1561.8,5
12614.0,Germany,246.4,1
12615.0,France,762.85,4
12616.0,France,202.9,4
12617.0,France,184.07999999999998,1
12618.0,Italy,49.86,1
12619.0,Germany,2683.58,9
12620.0,France,525.78,3
12621.0,Germany,6955.35,21
12622.0,Germany,109.0,1
12623.0,Germany,134.0,1
12624.0,France,326.18,2
12625.0,Germany,1085.94,3
12626.0,Germany,3169.58,12
12627.0,Germany,2060.6,6
12628.0,Germany,434.45,4
12630.0,Finland,686.14,2
12631.0,Finland,105.0,1
12633.0,Germany,841.7700000000001,5
12635.0,Germany,697.0600000000001,2
12637.0,France,2527.02,7
12638.0,Sweden,221.82,1
12639.0,Sweden,250.8,1
12640.0,France,406.0,2
12641.0,Sweden,78.5,1
12642.0,Germany,455.49,3
12643.0,France,131.04,2
12644.0,Germany,247.28,1
12645.0,Germany,1000.6400000000001,4
12646.0,USA,769.11,2
12647.0,Germany,1780.36,11
12648.0,Germany,71.45,1
12649.0,Germany,303.66,3
12650.0,France,142.54,1
12651.0,France,57.75,1
12652.0,France,427.66,2
12653.0,Israel,1223.6,2
12654.0,Germany,270.35,5
12656.0,France,2718.85,8
12657.0,France,1285.86,4
12658.0,Germany,283.4,1
12659.0,France,43.68,1
12660.0,France,48.6,1
12662.0,Germany,1830.65,11
12664.0,Finland,601.38,2
12665.0,Germany,16.25,2
12666.0,Israel,91.44,1
12667.0,Finland,197.1,1
12668.0,Germany,1750.0800000000002,6
12669.0,France,641.6,2
12670.0,France,983.7900000000001,5
12672.0,France,67.5,1
12673.0,Germany,284.37,2
12674.0,France,765.51,6
12676.0,Sweden,401.08,6
12678.0,France,7827.2699999999995,8
12679.0,France,302.8,2
12680.0,France,227.75,4
12681.0,France,3520.5,22
12682.0,France,4286.32,27
12683.0,France,4760.71,17
12684.0,France,648.59,5
12685.0,France,1400.24,6
12686.0,France,8.5,1
12688.0,Israel,2335.42,1
12689.0,France,442.93,2
12690.0,France,173.85,1
12691.0,France,152.4,4
12693.0,Germany,227.45,4
12694.0,France,499.21,2
12695.0,France,378.45000000000005,4
12697.0,Sweden,547.2,3
12700.0,France,1638.31,4
12701.0,Germany,290.53000000000003,2
12702.0,Germany,201.0,1
12703.0,Germany,74.35000000000001,2
12704.0,Finland,526.5600000000001,8
12705.0,Germany,3087.38,10
12707.0,France,343.55,1
12708.0,Germany,1113.68,15
12709.0,Germany,4700.64,22
12710.0,Germany,501.15,4
12712.0,Germany,533.85,10
12713.0,Germany,169.34,1
12714.0,France,1909.8,5
12715.0,Sweden,194.9,1
12716.0,France,311.4,2
12717.0,Greece,413.14,2
12718.0,France,131.92,1
12719.0,France,238.9,2
12720.0,Germany,2607.7,25
12721.0,France,1089.02,7
12722.0,France,796.13,6
12723.0,France,220.69,3
12724.0,France,588.4,4
12725.0,Italy,112.25000000000001,1
12726.0,France,1124.4,7
12727.0,France,1872.8799999999999,8
12728.0,France,240.19,4
12729.0,France,140.55,1
12731.0,France,9439.38,12
12732.0,France,17.700000000000003,1
12733.0,USA,258.6,1
12734.0,France,110.39999999999999,1
12735.0,France,452.21,2
12736.0,France,144.0,1
12738.0,Germany,97.14999999999999,1
12739.0,United Arab Emirates,714.3,1
12740.0,France,132.0,1
12744.0,Singapore,4260.35,4
12747.0,United Kingdom,875.35,10
12748.0,United Kingdom,13916.06,184
12749.0,United Kingdom,2164.59,8
12750.0,Poland,49.8,1
12752.0,Norway,1763.02,1
12753.0,Japan,9056.5,11
12754.0,Japan,1125.7,2
12755.0,Japan,5385.6,2
12757.0,Portugal,3230.92,9
12758.0,Portugal,1807.0,2
12759.0,Netherlands,821.28,3
12762.0,Portugal,572.4599999999999,2
12763.0,Japan,318.4,2
12764.0,Lebanon,713.5,1
12766.0,Portugal,3705.33,7
12769.0,Brazil,763.86,1
12770.0,Japan,1199.83,1
12772.0,Portugal,330.49,1
12775.0,Netherlands,1127.48,6
12778.0,Netherlands,427.43,6
12779.0,Poland,2438.13,12
12781.0,Czech Republic,489.38,4
12782.0,Portugal,1208.72,6
12783.0,Portugal,573.45,4
12784.0,Portugal,303.25,1
12785.0,Portugal,208.04,2
12787.0,Netherlands,190.60000000000002,3
12789.0,Netherlands,16.95,1
12790.0,Netherlands,151.44,1
12792.0,Portugal,157.99,1
12793.0,Portugal,428.6,2
12794.0,Portugal,569.96,2
12795.0,Portugal,133.6,1
12797.0,Portugal,34.8,1
12798.0,Japan,207.36,1
12802.0,Netherlands,226.48000000000002,1
12808.0,Portugal,249.3,3
12809.0,Portugal,163.29999999999998,2
12811.0,Portugal,283.25,2
12812.0,Japan,209.24,1
12815.0,Poland,436.4,2
12816.0,Poland,150.1,2
12817.0,Austria,59.400000000000006,1
12818.0,Austria,289.03000000000003,2
12820.0,United Kingdom,656.14,4
12821.0,United Kingdom,92.72,1
12822.0,United Kingdom,591.78,3
12823.0,United Kingdom,1759.5,5
12824.0,United Kingdom,263.36,1
12826.0,United Kingdom,1111.2,8
12827.0,United Kingdom,351.25,3
12828.0,United Kingdom,570.85,6
12829.0,United Kingdom,95.25,2
12830.0,United Kingdom,1385.1200000000001,5
12831.0,United Kingdom,156.55,1
12832.0,United Kingdom,158.6,2
12833.0,United Kingdom,103.45000000000002,1
12834.0,United Kingdom,124.0,1
12836.0,United Kingdom,1246.48,4
12837.0,United Kingdom,70.75,1
12838.0,United Kingdom,311.52,2
12839.0,United Kingdom,3486.37,14
12840.0,United Kingdom,2516.2,6
12841.0,United Kingdom,1663.6299999999999,26
12842.0,United Kingdom,299.53,2
12843.0,United Kingdom,958.61,8
12844.0,United Kingdom,116.55,2
12845.0,United Kingdom,92.85,3
12847.0,United Kingdom,101.25,1
12849.0,United Kingdom,601.13,2
12851.0,United Kingdom,43.089999999999996,1
12852.0,United Kingdom,292.15,2
12853.0,United Kingdom,997.6,6
12854.0,United Kingdom,538.77,5
12856.0,United Kingdom,1317.74,8
12857.0,United Kingdom,455.2,2
12863.0,United Kingdom,466.2,2
12865.0,Austria,545.86,3
12866.0,Belgium,216.5,1
12867.0,United Kingdom,1567.46,9
12868.0,United Kingdom,904.8900000000001,6
12870.0,United Kingdom,14.899999999999999,1
12871.0,United Kingdom,294.59999999999997,2
12872.0,United Kingdom,250.3,2
12873.0,United Kingdom,204.0,1
12876.0,Belgium,1847.88,2
12877.0,United Kingdom,494.09,7
12878.0,United Kingdom,258.06,3
12879.0,United Kingdom,593.87,4
12882.0,United Kingdom,1373.6399999999999,2
12883.0,United Kingdom,470.44,4
12884.0,United Kingdom,62.400000000000006,1
12885.0,United Kingdom,547.45,3
12886.0,United Kingdom,738.75,3
12888.0,United Kingdom,231.75,3
12890.0,United Kingdom,103.3,1
12893.0,United Kingdom,89.71000000000001,1
12895.0,United Kingdom,185.39999999999998,2
12897.0,United Kingdom,186.8,2
12901.0,United Kingdom,6994.81,20
12902.0,United Kingdom,32.7,1
12904.0,United Kingdom,224.66,2
12906.0,United Kingdom,1472.43,4
12909.0,United Kingdom,1073.81,7
12910.0,United Kingdom,1374.6,7
12912.0,United Kingdom,672.24,4
12913.0,United Kingdom,1751.16,5
12915.0,United Kingdom,251.1,2
12916.0,United Kingdom,1801.15,4
12919.0,United Kingdom,406.27000000000004,5
12920.0,United Kingdom,65.7,1
12921.0,United Kingdom,9110.78,42
12922.0,United Kingdom,140.3,1
12923.0,United Kingdom,32.06,1
12924.0,United Kingdom,326.46000000000004,3
12925.0,United Kingdom,180.1,2
12928.0,United Kingdom,1215.7,5
12929.0,United Kingdom,57.5,2
12930.0,United Kingdom,200.46,4
12931.0,United Kingdom,17578.260000000002,9
12933.0,United Kingdom,198.31,4
12935.0,United Kingdom,1129.51,7
12936.0,United Kingdom,673.4300000000001,5
12937.0,United Kingdom,964.7,4
12938.0,United Kingdom,88.02,1
12939.0,United Kingdom,3850.6800000000003,5
12940.0,United Kingdom,529.49,3
12942.0,United Kingdom,329.45,3
12944.0,United Kingdom,225.43,2
12945.0,United Kingdom,319.5,1
12947.0,United Kingdom,575.84,8
12948.0,United Kingdom,768.29,7
12949.0,United Kingdom,1585.15,9
12950.0,United Kingdom,1613.4,3
12951.0,United Kingdom,489.45000000000005,8
12952.0,United Kingdom,652.38,5
12953.0,United Kingdom,211.65,1
12955.0,United Kingdom,1928.7,12
12956.0,United Kingdom,40.2,1
12957.0,United Kingdom,1589.58,10
12962.0,United Kingdom,77.4,1
12963.0,United Kingdom,869.1700000000001,8
12965.0,United Kingdom,356.73,1
12966.0,United Kingdom,29.48,1
12967.0,United Kingdom,1472.0,4
12968.0,United Kingdom,61.2,1
12970.0,United Kingdom,144.4,4
12971.0,United Kingdom,4470.54,68
12974.0,United Kingdom,47.7,1
12976.0,United Kingdom,598.14,1
12980.0,United Kingdom,5632.95,11
12981.0,United Kingdom,238.06,2
12982.0,United Kingdom,185.1,2
12984.0,United Kingdom,60.0,1
12985.0,United Kingdom,444.96000000000004,2
12987.0,United Kingdom,349.15,3
12988.0,United Kingdom,86.85,1
12989.0,United Kingdom,2687.04,12
12990.0,United Kingdom,409.5,3
12991.0,United Kingdom,229.18,2
12993.0,United Kingdom,216.56,4
12994.0,United Kingdom,475.14,4
12995.0,United Kingdom,135.0,1
12997.0,United Kingdom,674.75,7
12999.0,United Kingdom,45.839999999999996,1
13000.0,United Kingdom,330.97,3
13001.0,United Kingdom,3487.06,14
13002.0,United Kingdom,64.55,1
13003.0,United Kingdom,8.5,1
13004.0,United Kingdom,2792.78,18
13005.0,United Kingdom,282.9,3
13006.0,United Kingdom,49.769999999999996,1
13008.0,United Kingdom,162.9,1
13011.0,United Kingdom,15.0,1
13012.0,United Kingdom,434.92,8
13013.0,United Kingdom,2475.25,13
13014.0,United Kingdom,2117.45,16
13015.0,United Kingdom,1256.38,5
13016.0,United Kingdom,551.0,2
13017.0,United Kingdom,204.0,1
13018.0,United Kingdom,3281.17,25
13021.0,United Kingdom,1314.74,10
13023.0,United Kingdom,221.0,2
13026.0,United Kingdom,302.64,5
13027.0,United Kingdom,6912.0,6
13028.0,United Kingdom,446.19,3
13029.0,United Kingdom,1205.8,3
13030.0,United Kingdom,305.6,2
13032.0,United Kingdom,697.18,3
13033.0,United Kingdom,115.2,1
13034.0,United Kingdom,398.65,2
13035.0,United Kingdom,414.8,3
13037.0,United Kingdom,586.6,3
13038.0,United Kingdom,654.2,3
13040.0,United Kingdom,295.98,2
13043.0,United Kingdom,180.8,1
13044.0,United Kingdom,151.65,1
13045.0,United Kingdom,200.1,1
13046.0,United Kingdom,302.02,2
13047.0,United Kingdom,1548.22,13
13048.0,United Kingdom,1566.4,4
13049.0,United Kingdom,433.68,2
13050.0,United Kingdom,2865.16,22
13052.0,United Kingdom,279.35,1
13055.0,United Kingdom,547.2,4
13058.0,United Kingdom,158.45,2
13059.0,United Kingdom,151.20000000000002,1
13060.0,United Kingdom,163.20000000000002,1
13061.0,United Kingdom,161.01,1
13062.0,United Kingdom,168.9,1
13064.0,United Kingdom,374.12,4
13065.0,United Kingdom,109.3,1
13066.0,United Kingdom,256.96,2
13067.0,United Kingdom,76.16,1
13068.0,United Kingdom,344.0,2
13069.0,United Kingdom,1451.7,22
13070.0,United Kingdom,208.0,1
13072.0,United Kingdom,124.05000000000001,1
13075.0,United Kingdom,765.53,1
13077.0,United Kingdom,335.83,3
13078.0,United Kingdom,2818.16,23
13080.0,United Kingdom,38.4,1
13081.0,United Kingdom,13850.289999999999,17
13082.0,United Kingdom,285.6,4
13083.0,United Kingdom,90.96000000000001,2
13085.0,United Kingdom,94.19999999999999,3
13089.0,United Kingdom,29389.4,92
13090.0,United Kingdom,3981.61,14
13091.0,United Kingdom,32.94,1
13092.0,United Kingdom,131.0,3
13093.0,United Kingdom,5029.78,12
13094.0,United Kingdom,311.94,5
13097.0,United Kingdom,1136.76,11
13098.0,United Kingdom,16985.05,38
13101.0,United Kingdom,8.4,1
13102.0,United Kingdom,2490.57,24
13103.0,United Kingdom,117.0,1
13104.0,United Kingdom,263.4,3
13106.0,United Kingdom,93.5,2
13107.0,United Kingdom,530.98,3
13108.0,United Kingdom,168.6,1
13109.0,United Kingdom,213.6,3
13110.0,United Kingdom,918.94,7
13113.0,United Kingdom,5854.47,34
13115.0,United Kingdom,977.89,10
13116.0,United Kingdom,336.7,2
13117.0,United Kingdom,388.31,7
13118.0,United Kingdom,656.14,4
13121.0,United Kingdom,118.95,2
13122.0,United Kingdom,437.13,2
13124.0,United Kingdom,1873.3799999999999,3
13126.0,United Kingdom,1057.04,8
13127.0,United Kingdom,141.62,1
13130.0,United Kingdom,39.0,1
13131.0,United Kingdom,621.0,4
13133.0,United Kingdom,60.15,2
13134.0,United Kingdom,1032.21,6
13136.0,United Kingdom,1445.8,10
13137.0,United Kingdom,1844.52,8
13138.0,United Kingdom,382.8,6
13139.0,United Kingdom,3230.3,8
13140.0,United Kingdom,313.79,3
13141.0,United Kingdom,1298.66,6
13142.0,United Kingdom,114.0,1
13144.0,United Kingdom,110.95,1
13145.0,United Kingdom,45.0,1
13146.0,United Kingdom,118.23,1
13148.0,United Kingdom,1388.03,16
13149.0,United Kingdom,785.38,4
13151.0,United Kingdom,452.6,2
13153.0,United Kingdom,446.40000000000003,1
13155.0,United Kingdom,247.32,4
13157.0,United Kingdom,1119.07,5
13158.0,United Kingdom,709.74,4
13159.0,United Kingdom,474.06,4
13160.0,United Kingdom,30.9,1
13161.0,United Kingdom,23.6,1
13162.0,United Kingdom,879.25,5
13165.0,United Kingdom,624.64,2
13166.0,United Kingdom,266.9,1
13167.0,United Kingdom,184.64000000000001,4
13168.0,United Kingdom,665.8100000000001,4
13169.0,United Kingdom,141.68,2
13170.0,United Kingdom,35.63,1
13171.0,United Kingdom,178.91,3
13173.0,United Kingdom,97.97,2
13174.0,United Kingdom,1414.96,3
13176.0,United Kingdom,178.94,1
13177.0,United Kingdom,72.6,1
13178.0,United Kingdom,4071.11,11
13182.0,United Kingdom,25.5,1
13183.0,United Kingdom,23.85,1
13184.0,United Kingdom,1002.39,12
13186.0,United Kingdom,649.5,3
13187.0,United Kingdom,67.05,1
13188.0,United Kingdom,99.6,1
13189.0,United Kingdom,104.52,2
13192.0,United Kingdom,368.3,2
13193.0,United Kingdom,50.2,1
13194.0,United Kingdom,26.700000000000003,1
13196.0,United Kingdom,678.39,4
13198.0,United Kingdom,1606.68,8
13199.0,United Kingdom,2111.96,24
13200.0,United Kingdom,328.95,4
13203.0,United Kingdom,398.77,4
13208.0,United Kingdom,671.42,5
13209.0,United Kingdom,2522.01,8
13210.0,United Kingdom,278.88,1
13211.0,United Kingdom,638.53,3
13212.0,United Kingdom,196.54,3
13213.0,United Kingdom,625.0,4
13216.0,United Kingdom,148.74,1
13217.0,United Kingdom,845.94,3
13218.0,United Kingdom,15.0,1
13220.0,United Kingdom,301.04,2
13221.0,United Kingdom,234.75,2
13223.0,United Kingdom,15.0,1
13224.0,United Kingdom,1263.5,2
13225.0,United Kingdom,3995.52,7
13226.0,United Kingdom,43.56,1
13227.0,United Kingdom,175.5,1
13228.0,United Kingdom,358.0,1
13229.0,United Kingdom,132.9,1
13230.0,United Kingdom,1364.1100000000001,13
13232.0,United Kingdom,531.21,7
13233.0,United Kingdom,222.76,2
13235.0,United Kingdom,456.07,1
13236.0,United Kingdom,385.68,3
13238.0,United Kingdom,595.2,5
13239.0,United Kingdom,222.1,1
13240.0,United Kingdom,127.78999999999999,4
13242.0,United Kingdom,270.40000000000003,3
13243.0,United Kingdom,245.72,1
13244.0,United Kingdom,67.85,1
13245.0,United Kingdom,185.05,1
13246.0,United Kingdom,1291.32,7
13247.0,United Kingdom,398.22,4
13248.0,United Kingdom,307.66,2
13249.0,United Kingdom,346.96999999999997,3
13253.0,United Kingdom,560.24,2
13255.0,United Kingdom,124.16000000000001,3
13258.0,United Kingdom,543.76,3
13259.0,United Kingdom,116.9,1
13260.0,United Kingdom,495.1,1
13261.0,United Kingdom,542.1,1
13262.0,United Kingdom,17.700000000000003,1
13263.0,United Kingdom,3298.3,32
13265.0,United Kingdom,667.67,5
13266.0,United Kingdom,1217.6,14
13267.0,United Kingdom,1661.8600000000001,22
13268.0,United Kingdom,952.82,14
13269.0,United Kingdom,2115.52,14
13271.0,United Kingdom,129.86,2
13272.0,United Kingdom,214.4,2
13273.0,United Kingdom,44.7,1
13276.0,United Kingdom,256.7,2
13277.0,United Kingdom,158.4,3
13278.0,United Kingdom,309.3,1
13279.0,United Kingdom,87.2,2
13280.0,United Kingdom,491.35,3
13282.0,United Kingdom,350.59000000000003,4
13283.0,United Kingdom,93.66,2
13284.0,United Kingdom,138.8,1
13285.0,United Kingdom,1678.1200000000001,4
13291.0,United Kingdom,270.59,1
13292.0,United Kingdom,282.75,2
13294.0,United Kingdom,416.8,2
13295.0,United Kingdom,120.80000000000001,1
13296.0,United Kingdom,61.9,1
13297.0,United Kingdom,1198.23,4
13298.0,United Kingdom,360.0,1
13299.0,United Kingdom,82.80000000000001,1
13300.0,United Kingdom,214.4,2
13301.0,United Kingdom,312.03,4
13302.0,United Kingdom,63.75,1
13304.0,United Kingdom,165.07,1
13305.0,United Kingdom,1178.39,10
13307.0,United Kingdom,15.0,1
13308.0,United Kingdom,454.49,4
13309.0,United Kingdom,746.78,5
13310.0,United Kingdom,685.1800000000001,6
13311.0,United Kingdom,80.9,2
13313.0,United Kingdom,984.0600000000001,5
13314.0,United Kingdom,398.92,4
13316.0,United Kingdom,1812.19,3
13317.0,United Kingdom,1375.46,8
13318.0,United Kingdom,188.5,2
13319.0,United Kingdom,5550.150000000001,31
13320.0,United Kingdom,1133.04,6
13321.0,United Kingdom,169.56,1
13322.0,United Kingdom,68.88,1
13323.0,United Kingdom,787.85,5
13324.0,United Kingdom,6059.66,12
13325.0,United Kingdom,537.3,1
13327.0,United Kingdom,2286.86,8
13328.0,United Kingdom,514.6800000000001,1
13329.0,United Kingdom,505.62,4
13330.0,United Kingdom,690.23,3
13332.0,United Kingdom,135.6,1
13334.0,United Kingdom,1732.53,3
13336.0,United Kingdom,319.94,1
13338.0,United Kingdom,205.95,2
13339.0,United Kingdom,304.75,1
13340.0,United Kingdom,7821.59,7
13341.0,United Kingdom,404.4,1
13343.0,United Kingdom,191.6,2
13344.0,United Kingdom,1130.25,3
13345.0,United Kingdom,207.7,2
13347.0,United Kingdom,118.80000000000001,1
13348.0,United Kingdom,192.60000000000002,1
13349.0,United Kingdom,61.239999999999995,1
13350.0,United Kingdom,484.65000000000003,3
13351.0,United Kingdom,121.09,1
13352.0,United Kingdom,162.57,2
13354.0,United Kingdom,247.03,1
13355.0,United Kingdom,497.4,1
13356.0,United Kingdom,536.85,1
13357.0,United Kingdom,238.83,1
13358.0,United Kingdom,100.75,1
13359.0,United Kingdom,349.66,1
13362.0,United Kingdom,1604.2,5
13363.0,United Kingdom,368.57,2
13364.0,United Kingdom,30.0,2
13365.0,United Kingdom,1088.2,2
13368.0,United Kingdom,255.33,2
13369.0,United Kingdom,234.01000000000002,2
13370.0,United Kingdom,303.65000000000003,2
13372.0,United Kingdom,144.42,1
13373.0,United Kingdom,1538.51,3
13375.0,United Kingdom,467.57,1
13376.0,United Kingdom,561.1,3
13379.0,United Kingdom,294.44,3
13381.0,United Kingdom,1406.03,7
13382.0,United Kingdom,33.6,1
13384.0,United Kingdom,2329.53,7
13385.0,United Kingdom,202.5,1
13388.0,United Kingdom,318.2,2
13389.0,United Kingdom,371.57,3
13390.0,United Kingdom,34.68,1
13391.0,United Kingdom,59.8,1
13394.0,United Kingdom,1144.73,9
13395.0,United Kingdom,137.2,1
13396.0,United Kingdom,578.77,4
13397.0,United Kingdom,927.14,5
13398.0,United Kingdom,197.42,1
13402.0,United Kingdom,336.06,2
13404.0,United Kingdom,252.49,2
13405.0,United Kingdom,58.65,2
13408.0,United Kingdom,16056.62,62
13410.0,United Kingdom,462.06,4
13411.0,United Kingdom,140.9,1
13414.0,United Kingdom,194.52,1
13416.0,United Kingdom,576.5,2
13417.0,United Kingdom,234.15,2
13418.0,United Kingdom,1249.82,20
13419.0,United Kingdom,70.76,1
13420.0,United Kingdom,124.35,4
13421.0,United Kingdom,907.87,3
13422.0,United Kingdom,1487.13,2
13425.0,United Kingdom,872.94,3
13426.0,United Kingdom,1971.99,11
13427.0,United Kingdom,404.18,3
13428.0,United Kingdom,71.98,1
13429.0,United Kingdom,643.52,4
13430.0,United Kingdom,387.17,3
13431.0,United Kingdom,640.84,2
13435.0,United Kingdom,1197.68,7
13436.0,United Kingdom,41.3,1
13437.0,United Kingdom,1960.72,7
13439.0,United Kingdom,112.42,1
13441.0,United Kingdom,150.72,1
13447.0,United Kingdom,699.3100000000001,4
13448.0,United Kingdom,1481.0,9
13449.0,United Kingdom,145.95000000000002,1
13450.0,United Kingdom,874.02,6
13451.0,United Kingdom,1406.67,5
13453.0,United Kingdom,180.7,2
